parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
beta_main[文盲比例],0.136,0.034,0.068,0.201,0.001,0.001,3763.0,2788.0,1.0,main,文盲比例,province_only_amplification,Province-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],0.136,0.034,0.068,0.201,0.001,0.001,3763.0,2788.0,1.0,main,文盲比例,province_only_amplification,Province-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.153,0.066,0.03,0.281,0.001,0.001,2534.0,2379.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.153,0.066,0.03,0.281,0.001,0.001,2534.0,2379.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[省平均气温],0.231,0.124,-0.01,0.473,0.003,0.002,1544.0,1979.0,1.0,main,省平均气温,province_only_amplification,Province-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[省平均气温],0.231,0.124,-0.01,0.473,0.003,0.002,1544.0,1979.0,1.0,main,省平均气温,province_only_amplification,Province-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
alpha,0.01,0.095,-0.173,0.199,0.003,0.002,1215.0,1644.0,1.0,global,,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
alpha,0.01,0.095,-0.173,0.199,0.003,0.002,1215.0,1644.0,1.0,global,,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
sigma_province,0.517,0.075,0.383,0.672,0.002,0.001,1272.0,1894.0,1.0,global,,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
sigma_province,0.517,0.075,0.383,0.672,0.002,0.001,1272.0,1894.0,1.0,global,,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
sigma_residual,0.187,0.009,0.17,0.203,0.0,0.0,4013.0,2844.0,1.0,global,,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
sigma_residual,0.187,0.009,0.17,0.203,0.0,0.0,4013.0,2844.0,1.0,global,,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[GDP],0.026,0.049,-0.07,0.121,0.001,0.001,3074.0,2630.0,1.0,main,GDP,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.026,0.049,-0.07,0.121,0.001,0.001,3074.0,2630.0,1.0,main,GDP,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[PM2.5],0.01,0.023,-0.037,0.054,0.0,0.0,4836.0,2708.0,1.0,main,PM2.5,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.01,0.023,-0.037,0.054,0.0,0.0,4836.0,2708.0,1.0,main,PM2.5,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[R1xday],-0.001,0.019,-0.039,0.034,0.0,0.0,5072.0,2763.0,1.0,main,R1xday,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[R1xday],-0.001,0.019,-0.039,0.034,0.0,0.0,5072.0,2763.0,1.0,main,R1xday,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[人均日生活用水量(升)],0.009,0.042,-0.074,0.087,0.001,0.001,3892.0,2895.0,1.0,main,人均日生活用水量(升),province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],0.009,0.042,-0.074,0.087,0.001,0.001,3892.0,2895.0,1.0,main,人均日生活用水量(升),province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[抗菌药物使用强度],0.009,0.016,-0.023,0.041,0.0,0.0,5255.0,2140.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.009,0.016,-0.023,0.041,0.0,0.0,5255.0,2140.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[文盲比例],0.028,0.036,-0.041,0.098,0.001,0.001,4089.0,2786.0,1.0,main,文盲比例,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],0.028,0.036,-0.041,0.098,0.001,0.001,4089.0,2786.0,1.0,main,文盲比例,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.003,0.063,-0.122,0.124,0.001,0.001,1986.0,2195.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.003,0.063,-0.122,0.124,0.001,0.001,1986.0,2195.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[省平均气温],0.127,0.103,-0.074,0.328,0.003,0.002,1598.0,1900.0,1.0,main,省平均气温,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[省平均气温],0.127,0.103,-0.074,0.328,0.003,0.002,1598.0,1900.0,1.0,main,省平均气温,province_year_additive,Province + year additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
alpha,0.008,0.095,-0.173,0.202,0.003,0.002,1413.0,1715.0,1.0,global,,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
alpha,0.008,0.095,-0.173,0.202,0.003,0.002,1413.0,1715.0,1.0,global,,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
sigma_province,0.521,0.076,0.384,0.673,0.002,0.002,1157.0,1497.0,1.0,global,,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
sigma_province,0.521,0.076,0.384,0.673,0.002,0.002,1157.0,1497.0,1.0,global,,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
sigma_residual,0.187,0.008,0.171,0.203,0.0,0.0,4467.0,3125.0,1.0,global,,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
sigma_residual,0.187,0.008,0.171,0.203,0.0,0.0,4467.0,3125.0,1.0,global,,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.02,0.015,-0.008,0.049,0.0,0.0,5677.0,3275.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.02,0.015,-0.008,0.049,0.0,0.0,5677.0,3275.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[GDP],0.029,0.05,-0.071,0.124,0.001,0.001,3239.0,2915.0,1.0,main,GDP,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.029,0.05,-0.071,0.124,0.001,0.001,3239.0,2915.0,1.0,main,GDP,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[PM2.5],0.01,0.022,-0.03,0.054,0.0,0.0,5458.0,2979.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.01,0.022,-0.03,0.054,0.0,0.0,5458.0,2979.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[R1xday],-0.011,0.02,-0.049,0.027,0.0,0.0,5606.0,2725.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[R1xday],-0.011,0.02,-0.049,0.027,0.0,0.0,5606.0,2725.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[人均日生活用水量(升)],0.011,0.04,-0.068,0.086,0.001,0.001,4519.0,2859.0,1.0,main,人均日生活用水量(升),province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],0.011,0.04,-0.068,0.086,0.001,0.001,4519.0,2859.0,1.0,main,人均日生活用水量(升),province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[抗菌药物使用强度],0.013,0.016,-0.019,0.046,0.0,0.0,5402.0,3083.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.013,0.016,-0.019,0.046,0.0,0.0,5402.0,3083.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[文盲比例],0.032,0.038,-0.039,0.109,0.001,0.001,4120.0,2826.0,1.0,main,文盲比例,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],0.032,0.038,-0.039,0.109,0.001,0.001,4120.0,2826.0,1.0,main,文盲比例,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",-0.001,0.063,-0.126,0.122,0.001,0.001,2372.0,2864.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",-0.001,0.063,-0.126,0.122,0.001,0.001,2372.0,2864.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[省平均气温],0.129,0.101,-0.054,0.336,0.002,0.002,1784.0,2440.0,1.0,main,省平均气温,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[省平均气温],0.129,0.101,-0.054,0.336,0.002,0.002,1784.0,2440.0,1.0,main,省平均气温,province_year_amplification,Province + year amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
alpha,0.009,0.025,-0.042,0.054,0.0,0.0,4191.0,2727.0,1.0,global,,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
alpha,0.009,0.025,-0.042,0.054,0.0,0.0,4191.0,2727.0,1.0,global,,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
sigma_residual,0.437,0.018,0.401,0.473,0.0,0.0,3995.0,2575.0,1.0,global,,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
sigma_residual,0.437,0.018,0.401,0.473,0.0,0.0,3995.0,2575.0,1.0,global,,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[GDP],0.177,0.032,0.118,0.24,0.001,0.0,3955.0,3056.0,1.0,main,GDP,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.177,0.032,0.118,0.24,0.001,0.0,3955.0,3056.0,1.0,main,GDP,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[PM2.5],0.002,0.035,-0.067,0.067,0.001,0.001,3291.0,2895.0,1.0,main,PM2.5,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.002,0.035,-0.067,0.067,0.001,0.001,3291.0,2895.0,1.0,main,PM2.5,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[R1xday],0.119,0.038,0.042,0.189,0.001,0.001,2951.0,2879.0,1.0,main,R1xday,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[R1xday],0.119,0.038,0.042,0.189,0.001,0.001,2951.0,2879.0,1.0,main,R1xday,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[人均日生活用水量(升)],-0.125,0.036,-0.201,-0.061,0.001,0.001,3129.0,3063.0,1.0,main,人均日生活用水量(升),year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.125,0.036,-0.201,-0.061,0.001,0.001,3129.0,3063.0,1.0,main,人均日生活用水量(升),year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[抗菌药物使用强度],0.106,0.029,0.047,0.16,0.0,0.0,4335.0,2921.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.106,0.029,0.047,0.16,0.0,0.0,4335.0,2921.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[文盲比例],-0.096,0.032,-0.153,-0.031,0.0,0.0,3992.0,2889.0,1.0,main,文盲比例,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],-0.096,0.032,-0.153,-0.031,0.0,0.0,3992.0,2889.0,1.0,main,文盲比例,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
